name	type	units	low_cutoff	high_cutoff	sampling_frequency	status	status_description
DI9	ECOG	uV	n/a	n/a	512.0	good	n/a
DI10	ECOG	uV	n/a	n/a	512.0	good	n/a
DLT1	ECOG	uV	n/a	n/a	512.0	good	n/a
DLT2	ECOG	uV	n/a	n/a	512.0	good	n/a
DLT3	ECOG	uV	n/a	n/a	512.0	good	n/a
DLT4	ECOG	uV	n/a	n/a	512.0	good	n/a
DLT5	ECOG	uV	n/a	n/a	512.0	good	n/a
DLT6	ECOG	uV	n/a	n/a	512.0	good	n/a
DLT7	ECOG	uV	n/a	n/a	512.0	good	n/a
DLT8	ECOG	uV	n/a	n/a	512.0	good	n/a
DLT9	ECOG	uV	n/a	n/a	512.0	good	n/a
DLT10	ECOG	uV	n/a	n/a	512.0	good	n/a
DMP1	ECOG	uV	n/a	n/a	512.0	good	n/a
DMP2	ECOG	uV	n/a	n/a	512.0	good	n/a
DMP3	ECOG	uV	n/a	n/a	512.0	good	n/a
DMP4	ECOG	uV	n/a	n/a	512.0	good	n/a
DMP5	ECOG	uV	n/a	n/a	512.0	good	n/a
DMP6	ECOG	uV	n/a	n/a	512.0	good	n/a
DMP7	ECOG	uV	n/a	n/a	512.0	good	n/a
DMF1	ECOG	uV	n/a	n/a	512.0	good	n/a
DMF2	ECOG	uV	n/a	n/a	512.0	good	n/a
DMF3	ECOG	uV	n/a	n/a	512.0	good	n/a
DMF4	ECOG	uV	n/a	n/a	512.0	good	n/a
DMF5	ECOG	uV	n/a	n/a	512.0	good	n/a
DMF6	ECOG	uV	n/a	n/a	512.0	good	n/a
DMF7	ECOG	uV	n/a	n/a	512.0	good	n/a
DMF8	ECOG	uV	n/a	n/a	512.0	good	n/a
DMF9	ECOG	uV	n/a	n/a	512.0	good	n/a
DMF10	ECOG	uV	n/a	n/a	512.0	good	n/a
DIF1	ECOG	uV	n/a	n/a	512.0	good	n/a
DIF2	ECOG	uV	n/a	n/a	512.0	good	n/a
DIF3	ECOG	uV	n/a	n/a	512.0	good	n/a
DIF4	ECOG	uV	n/a	n/a	512.0	good	n/a
DIF5	ECOG	uV	n/a	n/a	512.0	good	n/a
DIF6	ECOG	uV	n/a	n/a	512.0	good	n/a
DIF7	ECOG	uV	n/a	n/a	512.0	good	n/a
DIF8	ECOG	uV	n/a	n/a	512.0	good	n/a
DIF9	ECOG	uV	n/a	n/a	512.0	good	n/a
DIF10	ECOG	uV	n/a	n/a	512.0	good	n/a
DIF11	ECOG	uV	n/a	n/a	512.0	good	n/a
DIF12	ECOG	uV	n/a	n/a	512.0	good	n/a
SG1	ECOG	uV	n/a	n/a	512.0	bad	no localization
SG2	ECOG	uV	n/a	n/a	512.0	bad	no localization
SG3	ECOG	uV	n/a	n/a	512.0	bad	no localization
SG4	ECOG	uV	n/a	n/a	512.0	bad	no localization
SG5	ECOG	uV	n/a	n/a	512.0	bad	no localization
SG6	ECOG	uV	n/a	n/a	512.0	bad	no localization
EKG1	ECG	uV	n/a	n/a	512.0	good	n/a
EKG2	ECG	uV	n/a	n/a	512.0	good	n/a
DC1	MISC	n/a	n/a	n/a	512.0	good	n/a
DC2	MISC	n/a	n/a	n/a	512.0	good	n/a
DC3	MISC	n/a	n/a	n/a	512.0	good	n/a
DC4	MISC	n/a	n/a	n/a	512.0	good	n/a
DC5	MISC	n/a	n/a	n/a	512.0	good	n/a
DC6	MISC	n/a	n/a	n/a	512.0	good	n/a
DC7	MISC	n/a	n/a	n/a	512.0	good	n/a
DC8	MISC	n/a	n/a	n/a	512.0	good	n/a
DC9	MISC	n/a	n/a	n/a	512.0	good	n/a
DC10	MISC	n/a	n/a	n/a	512.0	good	n/a
DC11	MISC	n/a	n/a	n/a	512.0	good	n/a
DC12	MISC	n/a	n/a	n/a	512.0	good	n/a
Pulse Rate	MISC	bpm	n/a	n/a	1.0	good	n/a
EDF Annotations	MISC	n/a	n/a	n/a	256.0	good	n/a
