name	x	y	z	size	group
LSF2	-12.032613	23.57011	79.211571	4.1547562843725006	S
LSF3	-15.825468	14.956957	82.397026	4.1547562843725006	S
LSF4	-18.637171	6.341218	83.794983	4.1547562843725006	S
LSF5	-22.731157	-3.935711	83.681686	4.1547562843725006	S
LSF6	-25.527805	-13.73311	85.673126	4.1547562843725006	S
LSF7	-28.180286	-22.459814	84.051735	4.1547562843725006	S
LSF8	-29.182751	-32.767628	82.846603	4.1547562843725006	S
LSF9	-30.285864	-41.663578	78.515282	4.1547562843725006	S
LSF10	-31.355906	-49.272999	75.687553	4.1547562843725006	S
LSF11	-32.644852	-58.442997	69.393188	4.1547562843725006	S
LSF12	-32.926411	-65.358353	62.783905	4.1547562843725006	S
LIF1	-38.117229	42.554565	54.748386	4.1547562843725006	S
LIF2	-45.515282	33.980854	54.158272	4.1547562843725006	S
LIF3	-48.835114	23.307692	55.79726	4.1547562843725006	S
LIF4	-52.002827	13.702454	55.571896	4.1547562843725006	S
LIF5	-55.807354	4.256411	55.474361	4.1547562843725006	S
LIF6	-58.203449	-4.23938	57.002583	4.1547562843725006	S
LIF7	-59.465191	-15.02695	55.805836	4.1547562843725006	S
LIF8	-61.55378	-24.0446	56.189762	4.1547562843725006	S
LIF9	-61.980492	-33.891796	54.501007	4.1547562843725006	S
LIF10	-60.550571	-44.629135	52.13443	4.1547562843725006	S
LIF11	-57.783268	-54.200825	48.249886	4.1547562843725006	S
LIF12	-53.497662	-64.067551	46.197559	4.1547562843725006	S
LST1	-54.062458	23.486454	40.854763	4.1547562843725006	S
LST2	-56.489307	13.924504	39.883942	4.1547562843725006	S
LST3	-61.328953	5.685011	40.208096	4.1547562843725006	S
LST4	-63.5373	-3.903135	39.46928	4.1547562843725006	S
LST5	-63.941574	-13.824775	38.830574	4.1547562843725006	S
LST6	-65.349373	-25.296808	36.629917	4.1547562843725006	S
LST7	-65.712334	-35.038914	36.160881	4.1547562843725006	S
LST8	-64.172897	-46.608265	35.110516	4.1547562843725006	S
LST9	-60.205891	-55.571037	34.968609	4.1547562843725006	S
LST10	-56.280121	-63.788544	34.982315	4.1547562843725006	S
LPT1	-69.073631	-24.978407	1.415246	4.1547562843725006	S
LPT2	-68.94117	-33.969112	2.596231	4.1547562843725006	S
LPT3	-66.247566	-43.190456	6.135098	4.1547562843725006	S
LPT4	-62.398983	-51.37912	11.388979	4.1547562843725006	S
LPT5	-58.862957	-59.342289	15.704653	4.1547562843725006	S
LPT6	-56.00716	-67.432579	18.979813	4.1547562843725006	S
RSF1	35.266106	25.272484	70.830482	4.1547562843725006	S
RSF2	37.634846	16.62034	73.01873	4.1547562843725006	S
RSF3	40.095387	6.80115	73.605583	4.1547562843725006	S
RSF4	40.505608	-3.276929	72.464058	4.1547562843725006	S
RSF5	41.909157	-11.777771	71.793991	4.1547562843725006	S
RSF6	44.499729	-21.73246	71.863548	4.1547562843725006	S
RSF7	46.01815	-31.516272	69.169701	4.1547562843725006	S
RSF8	45.497421	-41.826286	65.982841	4.1547562843725006	S
RSF9	44.00882	-51.600163	62.621216	4.1547562843725006	S
RSF10	42.4165	-60.739746	57.833202	4.1547562843725006	S
RSF11	39.634949	-68.753784	52.162209	4.1547562843725006	S
RSF12	35.122471	-75.515022	45.966915	4.1547562843725006	S
RIF1	43.906403	27.039415	62.828106	4.1547562843725006	S
RIF2	48.490097	17.259207	63.553509	4.1547562843725006	S
RIF3	49.945404	8.898906	61.535957	4.1547562843725006	S
RIF4	53.235439	0.381831	60.406765	4.1547562843725006	S
RIF5	55.687675	-11.099969	58.969353	4.1547562843725006	S
RIF6	56.702602	-19.833582	54.888279	4.1547562843725006	S
RIF7	59.685513	-29.367121	54.158504	4.1547562843725006	S
RIF8	58.642502	-38.930668	51.336826	4.1547562843725006	S
RIF9	57.955208	-47.305126	46.655811	4.1547562843725006	S
RIF10	53.825031	-57.096436	43.606281	4.1547562843725006	S
RIF11	48.137165	-65.622437	39.373852	4.1547562843725006	S
RIF12	41.279377	-73.877243	36.181866	4.1547562843725006	S
RST1	59.465675	12.723205	17.990721	4.1547562843725006	S
RST2	61.876614	2.20874	20.22508	4.1547562843725006	S
RST3	63.809837	-6.964915	21.138775	4.1547562843725006	S
RST4	63.624241	-17.12208	21.753611	4.1547562843725006	S
RST5	62.782619	-27.335419	23.376646	4.1547562843725006	S
RST6	60.426781	-38.805023	23.970583	4.1547562843725006	S
RST7	57.289955	-47.635612	23.966114	4.1547562843725006	S
RST8	52.292095	-57.73859	24.961151	4.1547562843725006	S
RST9	47.6199	-66.139206	24.914982	4.1547562843725006	S
RST10	40.475246	-74.96769	25.315828	4.1547562843725006	S
RPT1	36.455597	-38.004082	-18.092085	4.1547562843725006	S
RPT2	39.417969	-48.267433	-16.095551	4.1547562843725006	S
RPT3	41.287579	-59.306038	-11.960004	4.1547562843725006	S
RPT4	42.717838	-66.267563	-2.921828	4.1547562843725006	S
RPT5	39.998688	-73.465584	4.940339	4.1547562843725006	S
RPT6	35.187263	-79.786804	11.151427	4.1547562843725006	S
LDII1	-41.0	15.0	15.0	4.1547562843725006	D
LDII2	-40.636364	10.090909	15.727273	4.1547562843725006	D
LDII3	-40.272727	5.181818	16.454545	4.1547562843725006	D
LDII4	-39.909091	0.272727	17.181818	4.1547562843725006	D
LDII5	-39.545455	-4.636364	17.909091	4.1547562843725006	D
LDII6	-39.181818	-9.545455	18.636364	4.1547562843725006	D
LDII7	-38.818182	-14.454545	19.363636	4.1547562843725006	D
LDII8	-38.454545	-19.363636	20.090909	4.1547562843725006	D
LDII9	-38.090909	-24.272727	20.818182	4.1547562843725006	D
LDII10	-37.727273	-29.181818	21.545455	4.1547562843725006	D
LDII11	-37.363636	-34.090909	22.272727	4.1547562843725006	D
LDII12	-37.0	-39.0	23.0	4.1547562843725006	D
LDMT1	-34.0	5.0	-1.0	4.1547562843725006	D
LDMT2	-34.307692	0.307692	0.846154	4.1547562843725006	D
LDMT3	-34.615385	-4.384615	2.692308	4.1547562843725006	D
LDMT4	-34.923077	-9.076923	4.538462	4.1547562843725006	D
LDMT5	-35.230769	-13.769231	6.384615	4.1547562843725006	D
LDMT6	-35.538462	-18.461538	8.230769	4.1547562843725006	D
LDMT7	-35.846154	-23.153846	10.076923	4.1547562843725006	D
LDMT8	-36.153846	-27.846154	11.923077	4.1547562843725006	D
LDMT9	-36.461538	-32.538462	13.769231	4.1547562843725006	D
LDMT10	-36.769231	-37.230769	15.615385	4.1547562843725006	D
LDMT11	-37.076923	-41.923077	17.461538	4.1547562843725006	D
LDMT12	-37.384615	-46.615385	19.307692	4.1547562843725006	D
LDMT13	-37.692308	-51.307692	21.153846	4.1547562843725006	D
LDMT14	-38.0	-56.0	23.0	4.1547562843725006	D
LDSI1	-38.0	30.0	24.0	4.1547562843725006	D
LDSI2	-38.0	25.0	24.363636	4.1547562843725006	D
LDSI3	-38.0	20.0	24.727273	4.1547562843725006	D
LDSI4	-38.0	15.0	25.090909	4.1547562843725006	D
LDSI5	-38.0	10.0	25.454545	4.1547562843725006	D
LDSI6	-38.0	5.0	25.818182	4.1547562843725006	D
LDSI7	-38.0	0.0	26.181818	4.1547562843725006	D
LDSI8	-38.0	-5.0	26.545455	4.1547562843725006	D
LDSI9	-38.0	-10.0	26.909091	4.1547562843725006	D
LDSI10	-38.0	-15.0	27.272727	4.1547562843725006	D
LDSI11	-38.0	-20.0	27.636364	4.1547562843725006	D
LDSI12	-38.0	-25.0	28.0	4.1547562843725006	D
RDII1	30.0	32.0	0.0	4.1547562843725006	D
RDII2	29.909091	27.181818	1.0	4.1547562843725006	D
RDII3	29.818182	22.363636	2.0	4.1547562843725006	D
RDII4	29.727273	17.545455	3.0	4.1547562843725006	D
RDII5	29.636364	12.727273	4.0	4.1547562843725006	D
RDII6	29.545455	7.909091	5.0	4.1547562843725006	D
RDII7	29.454545	3.090909	6.0	4.1547562843725006	D
RDII8	29.363636	-1.727273	7.0	4.1547562843725006	D
RDII9	29.272727	-6.545455	8.0	4.1547562843725006	D
RDII10	29.181818	-11.363636	9.0	4.1547562843725006	D
RDII11	29.090909	-16.181818	10.0	4.1547562843725006	D
RDII12	29.0	-21.0	11.0	4.1547562843725006	D
RDMT1	23.0	4.0	-7.0	4.1547562843725006	D
RDMT2	22.769231	-0.692308	-5.384615	4.1547562843725006	D
RDMT3	22.538462	-5.384615	-3.769231	4.1547562843725006	D
RDMT4	22.307692	-10.076923	-2.153846	4.1547562843725006	D
RDMT5	22.076923	-14.769231	-0.538462	4.1547562843725006	D
RDMT6	21.846154	-19.461538	1.076923	4.1547562843725006	D
RDMT7	21.615385	-24.153846	2.692308	4.1547562843725006	D
RDMT8	21.384615	-28.846154	4.307692	4.1547562843725006	D
RDMT9	21.153846	-33.538462	5.923077	4.1547562843725006	D
RDMT10	20.923077	-38.230769	7.538462	4.1547562843725006	D
RDMT11	20.692308	-42.923077	9.153846	4.1547562843725006	D
RDMT12	20.461538	-47.615385	10.769231	4.1547562843725006	D
RDMT13	20.230769	-52.307692	12.384615	4.1547562843725006	D
RDMT14	20.0	-57.0	14.0	4.1547562843725006	D
RDSI1	36.0	26.0	14.0	4.1547562843725006	D
RDSI2	35.181818	21.090909	14.545455	4.1547562843725006	D
RDSI3	34.363636	16.181818	15.090909	4.1547562843725006	D
RDSI4	33.545455	11.272727	15.636364	4.1547562843725006	D
RDSI5	32.727273	6.363636	16.181818	4.1547562843725006	D
RDSI6	31.909091	1.454545	16.727273	4.1547562843725006	D
RDSI7	31.090909	-3.454545	17.272727	4.1547562843725006	D
RDSI8	30.272727	-8.363636	17.818182	4.1547562843725006	D
RDSI9	29.454545	-13.272727	18.363636	4.1547562843725006	D
RDSI10	28.636364	-18.181818	18.909091	4.1547562843725006	D
RDSI11	27.818182	-23.090909	19.454545	4.1547562843725006	D
RDSI12	27.0	-28.0	20.0	4.1547562843725006	D
