name	type	units	low_cutoff	high_cutoff	sampling_frequency	status	status_description
GA58	ECOG	uV	n/a	n/a	512.0	good	n/a
GA59	ECOG	uV	n/a	n/a	512.0	good	n/a
GA60	ECOG	uV	n/a	n/a	512.0	good	n/a
GA61	ECOG	uV	n/a	n/a	512.0	good	n/a
GA62	ECOG	uV	n/a	n/a	512.0	good	n/a
GA63	ECOG	uV	n/a	n/a	512.0	good	n/a
GA64	ECOG	uV	n/a	n/a	512.0	good	n/a
GB1	ECOG	uV	n/a	n/a	512.0	good	n/a
GB2	ECOG	uV	n/a	n/a	512.0	good	n/a
GB3	ECOG	uV	n/a	n/a	512.0	good	n/a
GB4	ECOG	uV	n/a	n/a	512.0	good	n/a
GB5	ECOG	uV	n/a	n/a	512.0	good	n/a
GB6	ECOG	uV	n/a	n/a	512.0	good	n/a
GB7	ECOG	uV	n/a	n/a	512.0	good	n/a
GB8	ECOG	uV	n/a	n/a	512.0	good	n/a
GB9	ECOG	uV	n/a	n/a	512.0	good	n/a
GB10	ECOG	uV	n/a	n/a	512.0	good	n/a
GB11	ECOG	uV	n/a	n/a	512.0	good	n/a
GB12	ECOG	uV	n/a	n/a	512.0	good	n/a
GB13	ECOG	uV	n/a	n/a	512.0	good	n/a
GB14	ECOG	uV	n/a	n/a	512.0	good	n/a
GB15	ECOG	uV	n/a	n/a	512.0	good	n/a
GB16	ECOG	uV	n/a	n/a	512.0	good	n/a
GB17	ECOG	uV	n/a	n/a	512.0	good	n/a
GB18	ECOG	uV	n/a	n/a	512.0	good	n/a
GB19	ECOG	uV	n/a	n/a	512.0	good	n/a
GB20	ECOG	uV	n/a	n/a	512.0	good	n/a
GB21	ECOG	uV	n/a	n/a	512.0	good	n/a
GB22	ECOG	uV	n/a	n/a	512.0	good	n/a
GB23	ECOG	uV	n/a	n/a	512.0	good	n/a
GB24	ECOG	uV	n/a	n/a	512.0	good	n/a
GB25	ECOG	uV	n/a	n/a	512.0	good	n/a
GB26	ECOG	uV	n/a	n/a	512.0	good	n/a
GB27	ECOG	uV	n/a	n/a	512.0	good	n/a
GB28	ECOG	uV	n/a	n/a	512.0	good	n/a
GB29	ECOG	uV	n/a	n/a	512.0	good	n/a
GB30	ECOG	uV	n/a	n/a	512.0	good	n/a
GB31	ECOG	uV	n/a	n/a	512.0	good	n/a
GB32	ECOG	uV	n/a	n/a	512.0	good	n/a
GB33	ECOG	uV	n/a	n/a	512.0	good	n/a
GB34	ECOG	uV	n/a	n/a	512.0	good	n/a
GB35	ECOG	uV	n/a	n/a	512.0	good	n/a
GB36	ECOG	uV	n/a	n/a	512.0	good	n/a
GB37	ECOG	uV	n/a	n/a	512.0	good	n/a
GB38	ECOG	uV	n/a	n/a	512.0	good	n/a
GB39	ECOG	uV	n/a	n/a	512.0	good	n/a
GB40	ECOG	uV	n/a	n/a	512.0	good	n/a
GB41	ECOG	uV	n/a	n/a	512.0	good	n/a
GB42	ECOG	uV	n/a	n/a	512.0	good	n/a
GB43	ECOG	uV	n/a	n/a	512.0	good	n/a
GB44	ECOG	uV	n/a	n/a	512.0	good	n/a
GB45	ECOG	uV	n/a	n/a	512.0	good	n/a
GB46	ECOG	uV	n/a	n/a	512.0	good	n/a
GB47	ECOG	uV	n/a	n/a	512.0	good	n/a
GB48	ECOG	uV	n/a	n/a	512.0	good	n/a
SSTP1	ECOG	uV	n/a	n/a	512.0	good	n/a
SSTP2	ECOG	uV	n/a	n/a	512.0	good	n/a
SSTP3	ECOG	uV	n/a	n/a	512.0	good	n/a
SSTP4	ECOG	uV	n/a	n/a	512.0	good	n/a
SSTP5	ECOG	uV	n/a	n/a	512.0	good	n/a
SSTP6	ECOG	uV	n/a	n/a	512.0	good	n/a
SSTP7	ECOG	uV	n/a	n/a	512.0	good	n/a
SSTP8	ECOG	uV	n/a	n/a	512.0	good	n/a
DAMT1	ECOG	uV	n/a	n/a	512.0	good	n/a
DAMT2	ECOG	uV	n/a	n/a	512.0	good	n/a
DAMT3	ECOG	uV	n/a	n/a	512.0	good	n/a
DAMT4	ECOG	uV	n/a	n/a	512.0	good	n/a
DAMT5	ECOG	uV	n/a	n/a	512.0	good	n/a
DAMT6	ECOG	uV	n/a	n/a	512.0	good	n/a
DPMT1	ECOG	uV	n/a	n/a	512.0	good	n/a
DPMT2	ECOG	uV	n/a	n/a	512.0	good	n/a
DPMT3	ECOG	uV	n/a	n/a	512.0	good	n/a
DPMT4	ECOG	uV	n/a	n/a	512.0	good	n/a
DPMT5	ECOG	uV	n/a	n/a	512.0	good	n/a
DPMT6	ECOG	uV	n/a	n/a	512.0	good	n/a
DAI1	ECOG	uV	n/a	n/a	512.0	good	n/a
DAI2	ECOG	uV	n/a	n/a	512.0	good	n/a
DAI3	ECOG	uV	n/a	n/a	512.0	good	n/a
DAI4	ECOG	uV	n/a	n/a	512.0	good	n/a
DPI1	ECOG	uV	n/a	n/a	512.0	good	n/a
DPI2	ECOG	uV	n/a	n/a	512.0	good	n/a
DPI3	ECOG	uV	n/a	n/a	512.0	good	n/a
DPI4	ECOG	uV	n/a	n/a	512.0	good	n/a
DMF1	ECOG	uV	n/a	n/a	512.0	good	n/a
DMF2	ECOG	uV	n/a	n/a	512.0	good	n/a
DMF3	ECOG	uV	n/a	n/a	512.0	good	n/a
DMF4	ECOG	uV	n/a	n/a	512.0	good	n/a
DMF5	ECOG	uV	n/a	n/a	512.0	good	n/a
DMF6	ECOG	uV	n/a	n/a	512.0	good	n/a
DMC1	ECOG	uV	n/a	n/a	512.0	good	n/a
DMC2	ECOG	uV	n/a	n/a	512.0	good	n/a
DMC3	ECOG	uV	n/a	n/a	512.0	good	n/a
DMC4	ECOG	uV	n/a	n/a	512.0	good	n/a
DMC5	ECOG	uV	n/a	n/a	512.0	good	n/a
DMC6	ECOG	uV	n/a	n/a	512.0	good	n/a
DMC7	ECOG	uV	n/a	n/a	512.0	good	n/a
DMC8	ECOG	uV	n/a	n/a	512.0	good	n/a
DMPAR1	ECOG	uV	n/a	n/a	512.0	good	n/a
DMPAR2	ECOG	uV	n/a	n/a	512.0	good	n/a
DMPAR3	ECOG	uV	n/a	n/a	512.0	good	n/a
DMPAR4	ECOG	uV	n/a	n/a	512.0	good	n/a
DMPAR5	ECOG	uV	n/a	n/a	512.0	good	n/a
DMPAR6	ECOG	uV	n/a	n/a	512.0	good	n/a
DMPAR7	ECOG	uV	n/a	n/a	512.0	good	n/a
DMPAR8	ECOG	uV	n/a	n/a	512.0	good	n/a
EKG1	ECG	uV	n/a	n/a	512.0	good	n/a
EKG2	ECG	uV	n/a	n/a	512.0	good	n/a
DC1	MISC	uV	n/a	n/a	512.0	good	n/a
DC2	MISC	uV	n/a	n/a	512.0	good	n/a
DC3	MISC	uV	n/a	n/a	512.0	good	n/a
DC5	MISC	uV	n/a	n/a	512.0	good	n/a
