name	type	units	low_cutoff	high_cutoff	sampling_frequency	status	status_description
G56	ECOG	uV	n/a	n/a	2048.0	good	n/a
G57	ECOG	uV	n/a	n/a	2048.0	good	n/a
G58	ECOG	uV	n/a	n/a	2048.0	good	n/a
G59	ECOG	uV	n/a	n/a	2048.0	good	n/a
G60	ECOG	uV	n/a	n/a	2048.0	good	n/a
G61	ECOG	uV	n/a	n/a	2048.0	good	n/a
G62	ECOG	uV	n/a	n/a	2048.0	good	n/a
G63	ECOG	uV	n/a	n/a	2048.0	good	n/a
G64	ECOG	uV	n/a	n/a	2048.0	good	n/a
AF1	ECOG	uV	n/a	n/a	2048.0	good	n/a
AF2	ECOG	uV	n/a	n/a	2048.0	good	n/a
AF3	ECOG	uV	n/a	n/a	2048.0	good	n/a
AF4	ECOG	uV	n/a	n/a	2048.0	good	n/a
AF5	ECOG	uV	n/a	n/a	2048.0	good	n/a
AF6	ECOG	uV	n/a	n/a	2048.0	good	n/a
AF7	ECOG	uV	n/a	n/a	2048.0	good	n/a
AF8	ECOG	uV	n/a	n/a	2048.0	good	n/a
SF1	ECOG	uV	n/a	n/a	2048.0	good	n/a
SF2	ECOG	uV	n/a	n/a	2048.0	good	n/a
SF3	ECOG	uV	n/a	n/a	2048.0	good	n/a
SF4	ECOG	uV	n/a	n/a	2048.0	good	n/a
SF5	ECOG	uV	n/a	n/a	2048.0	good	n/a
SF6	ECOG	uV	n/a	n/a	2048.0	good	n/a
IF1	ECOG	uV	n/a	n/a	2048.0	good	n/a
IF2	ECOG	uV	n/a	n/a	2048.0	good	n/a
IF3	ECOG	uV	n/a	n/a	2048.0	good	n/a
IF4	ECOG	uV	n/a	n/a	2048.0	good	n/a
IF5	ECOG	uV	n/a	n/a	2048.0	good	n/a
IF6	ECOG	uV	n/a	n/a	2048.0	good	n/a
AT1	ECOG	uV	n/a	n/a	2048.0	good	n/a
AT2	ECOG	uV	n/a	n/a	2048.0	good	n/a
AT3	ECOG	uV	n/a	n/a	2048.0	good	n/a
AT4	ECOG	uV	n/a	n/a	2048.0	good	n/a
MT1	ECOG	uV	n/a	n/a	2048.0	good	n/a
MT2	ECOG	uV	n/a	n/a	2048.0	good	n/a
MT3	ECOG	uV	n/a	n/a	2048.0	good	n/a
MT4	ECOG	uV	n/a	n/a	2048.0	good	n/a
PT1	ECOG	uV	n/a	n/a	2048.0	good	n/a
PT2	ECOG	uV	n/a	n/a	2048.0	good	n/a
PT3	ECOG	uV	n/a	n/a	2048.0	good	n/a
PT4	ECOG	uV	n/a	n/a	2048.0	good	n/a
DAMT1	ECOG	uV	n/a	n/a	2048.0	good	n/a
DAMT2	ECOG	uV	n/a	n/a	2048.0	good	n/a
DAMT3	ECOG	uV	n/a	n/a	2048.0	good	n/a
DAMT4	ECOG	uV	n/a	n/a	2048.0	good	n/a
DAMT5	ECOG	uV	n/a	n/a	2048.0	good	n/a
DAMT6	ECOG	uV	n/a	n/a	2048.0	good	n/a
DPMT1	ECOG	uV	n/a	n/a	2048.0	good	n/a
DPMT2	ECOG	uV	n/a	n/a	2048.0	good	n/a
DPMT3	ECOG	uV	n/a	n/a	2048.0	good	n/a
DPMT4	ECOG	uV	n/a	n/a	2048.0	good	n/a
DPMT5	ECOG	uV	n/a	n/a	2048.0	good	n/a
DPMT6	ECOG	uV	n/a	n/a	2048.0	good	n/a
DAI1	ECOG	uV	n/a	n/a	2048.0	good	n/a
DAI2	ECOG	uV	n/a	n/a	2048.0	good	n/a
DAI3	ECOG	uV	n/a	n/a	2048.0	good	n/a
DAI4	ECOG	uV	n/a	n/a	2048.0	good	n/a
DAI5	ECOG	uV	n/a	n/a	2048.0	good	n/a
DAI6	ECOG	uV	n/a	n/a	2048.0	bad	no localization
DMI1	ECOG	uV	n/a	n/a	2048.0	good	n/a
DMI2	ECOG	uV	n/a	n/a	2048.0	good	n/a
DMI3	ECOG	uV	n/a	n/a	2048.0	good	n/a
DMI4	ECOG	uV	n/a	n/a	2048.0	bad	no localization
DPI1	ECOG	uV	n/a	n/a	2048.0	good	n/a
DPI2	ECOG	uV	n/a	n/a	2048.0	good	n/a
DPI3	ECOG	uV	n/a	n/a	2048.0	good	n/a
DPI4	ECOG	uV	n/a	n/a	2048.0	good	n/a
C123	ECOG	uV	n/a	n/a	2048.0	bad	no localization
C124	ECOG	uV	n/a	n/a	2048.0	bad	no localization
C125	ECOG	uV	n/a	n/a	2048.0	bad	no localization
C126	ECOG	uV	n/a	n/a	2048.0	bad	no localization
C127	ECOG	uV	n/a	n/a	2048.0	bad	no localization
C128	ECOG	uV	n/a	n/a	2048.0	bad	no localization
DC1	MISC	uV	n/a	n/a	2048.0	good	n/a
DC2	MISC	uV	n/a	n/a	2048.0	good	n/a
DC3	MISC	uV	n/a	n/a	2048.0	good	n/a
DC4	MISC	uV	n/a	n/a	2048.0	good	n/a
DC5	MISC	uV	n/a	n/a	2048.0	good	n/a
DC6	MISC	uV	n/a	n/a	2048.0	good	n/a
TRIG	ECOG	uV	n/a	n/a	2048.0	bad	no localization
OSAT	ECOG	%	n/a	n/a	2048.0	bad	no localization
PR	ECOG	bpm	n/a	n/a	2048.0	bad	no localization
Pleth	ECOG	uV	n/a	n/a	2048.0	bad	no localization
